route_id,direction_id,trip_id,arrival_time,departure_time,stop_id,stop_sequence,dwell,travel_time,dwell_min,dwell_max,stop_name
MRL,1,MRL_Sat_1,0,,MR8,4,18,120,16,20,BUKIT NANAS
MRL,1,MRL_Sun_1,0,,MR8,4,18,120,16,20,BUKIT NANAS
MRL,1,MRL_MonFri_1,0,,MR7,5,18,120,16,20,RAJA CHULAN
MRL,1,MRL_Sat_1,0,,MR7,5,18,120,16,20,RAJA CHULAN
MRL,1,MRL_Sun_1,0,,MR7,5,18,120,16,20,RAJA CHULAN
MRL,1,MRL_MonFri_1,0,,MR6,6,18,120,16,20,BUKIT BINTANG 
MRL,1,MRL_Sat_1,0,,MR6,6,18,120,16,20,BUKIT BINTANG 
MRL,1,MRL_Sun_1,0,,MR6,6,18,120,16,20,BUKIT BINTANG 
MRL,1,MRL_MonFri_1,0,,MR5,7,18,120,16,20,IMBI
MRL,1,MRL_Sat_1,0,,MR5,7,18,120,16,20,IMBI
MRL,1,MRL_Sun_1,0,,MR5,7,18,120,16,20,IMBI
MRL,1,MRL_MonFri_1,0,,MR4,8,18,90,16,20,HANG TUAH
MRL,1,MRL_Sat_1,0,,MR4,8,18,90,16,20,HANG TUAH
MRL,1,MRL_Sun_1,0,,MR4,8,18,90,16,20,HANG TUAH
MRL,1,MRL_MonFri_1,0,,MR3,9,18,150,16,20,MAHARAJALELA
MRL,1,MRL_Sat_1,0,,MR3,9,18,150,16,20,MAHARAJALELA
MRL,1,MRL_Sun_1,0,,MR3,9,18,150,16,20,MAHARAJALELA
MRL,1,MRL_MonFri_1,0,,MR2,10,18,210,16,20,TUN SAMBANTHAN
MRL,1,MRL_Sat_1,0,,MR2,10,18,210,16,20,TUN SAMBANTHAN
MRL,1,MRL_Sun_1,0,,MR2,10,18,210,16,20,TUN SAMBANTHAN
MRL,1,MRL_MonFri_1,0,,MR1,11,18,150,16,20,KL SENTRAL
MRL,1,MRL_Sat_1,0,,MR1,11,18,150,16,20,KL SENTRAL
MRL,1,MRL_Sun_1,0,,MR1,11,18,150,16,20,KL SENTRAL
BRT,0,BRT_MonFri_0,6:00:00,6:00:25,BRT1,1,,0,,,SUNWAY-SETIA JAYA
BRT,0,BRT_Sat_0,6:00:00,6:00:25,BRT1,1,,0,,,SUNWAY-SETIA JAYA
BRT,0,BRT_Sun_0,6:00:00,6:00:25,BRT1,1,,0,,,SUNWAY-SETIA JAYA
BRT,0,BRT_MonFri_0,6:02:55,6:03:20,BRT2,2,,175,,,MENTARI
BRT,0,BRT_Sat_0,6:02:55,6:03:20,BRT2,2,,175,,,MENTARI
BRT,0,BRT_Sun_0,6:02:55,6:03:20,BRT2,2,,175,,,MENTARI
BRT,0,BRT_MonFri_0,6:05:50,6:06:15,BRT3,3,,175,,,SUNWAY LAGOON 
BRT,0,BRT_Sat_0,6:05:50,6:06:15,BRT3,3,,175,,,SUNWAY LAGOON 
BRT,0,BRT_Sun_0,6:05:50,6:06:15,BRT3,3,,175,,,SUNWAY LAGOON 
BRT,0,BRT_MonFri_0,6:08:15,6:08:40,BRT4,4,,145,,,SUNMED
BRT,0,BRT_Sat_0,6:08:15,6:08:40,BRT4,4,,145,,,SUNMED
BRT,0,BRT_Sun_0,6:08:15,6:08:40,BRT4,4,,145,,,SUNMED
BRT,0,BRT_MonFri_0,6:10:40,6:11:05,BRT5,5,,145,,,SunU-Monash
BRT,0,BRT_Sat_0,6:10:40,6:11:05,BRT5,5,,145,,,SunU-Monash
BRT,0,BRT_Sun_0,6:10:40,6:11:05,BRT5,5,,145,,,SunU-Monash
BRT,0,BRT_MonFri_0,6:13:05,6:13:30,BRT6,6,,145,,,SOUTH QUAY-USJ 1
BRT,0,BRT_Sat_0,6:13:05,6:13:30,BRT6,6,,145,,,SOUTH QUAY-USJ 1
BRT,0,BRT_Sun_0,6:13:05,6:13:30,BRT6,6,,145,,,SOUTH QUAY-USJ 1
BRT,0,BRT_MonFri_0,6:15:30,6:15:55,BRT7,7,,145,,,USJ7
BRT,0,BRT_Sat_0,6:15:30,6:15:55,BRT7,7,,145,,,USJ7
BRT,0,BRT_Sun_0,6:15:30,6:15:55,BRT7,7,,145,,,USJ7
BRT,1,BRT_MonFri_1,6:00:00,6:00:25,BRT7,1,,0,,,USJ7
BRT,1,BRT_Sat_1,6:00:00,6:00:25,BRT7,1,,0,,,USJ7
BRT,1,BRT_Sun_1,6:00:00,6:00:25,BRT7,1,,0,,,USJ7
BRT,1,BRT_MonFri_1,6:02:55,6:03:20,BRT6,2,,175,,,SOUTH QUAY-USJ 1
BRT,1,BRT_Sat_1,6:02:55,6:03:20,BRT6,2,,175,,,SOUTH QUAY-USJ 1
BRT,1,BRT_Sun_1,6:02:55,6:03:20,BRT6,2,,175,,,SOUTH QUAY-USJ 1
BRT,1,BRT_MonFri_1,6:05:50,6:06:15,BRT5,3,,175,,,SunU-Monash
BRT,1,BRT_Sat_1,6:05:50,6:06:15,BRT5,3,,175,,,SunU-Monash
BRT,1,BRT_Sun_1,6:05:50,6:06:15,BRT5,3,,175,,,SunU-Monash
BRT,1,BRT_MonFri_1,6:08:15,6:08:40,BRT4,4,,145,,,SUNMED
BRT,1,BRT_Sat_1,6:08:15,6:08:40,BRT4,4,,145,,,SUNMED
BRT,1,BRT_Sun_1,6:08:15,6:08:40,BRT4,4,,145,,,SUNMED
BRT,1,BRT_MonFri_1,6:10:40,6:11:05,BRT3,5,,145,,,SUNWAY LAGOON 
BRT,1,BRT_Sat_1,6:10:40,6:11:05,BRT3,5,,145,,,SUNWAY LAGOON 
BRT,1,BRT_Sun_1,6:10:40,6:11:05,BRT3,5,,145,,,SUNWAY LAGOON 
BRT,1,BRT_MonFri_1,6:13:05,6:13:30,BRT2,6,,145,,,MENTARI
BRT,1,BRT_Sat_1,6:13:05,6:13:30,BRT2,6,,145,,,MENTARI
BRT,1,BRT_Sun_1,6:13:05,6:13:30,BRT2,6,,145,,,MENTARI
BRT,1,BRT_MonFri_1,6:15:30,6:15:55,BRT1,7,,145,,,SUNWAY-SETIA JAYA
BRT,1,BRT_Sat_1,6:15:30,6:15:55,BRT1,7,,145,,,SUNWAY-SETIA JAYA
BRT,1,BRT_Sun_1,6:15:30,6:15:55,BRT1,7,,145,,,SUNWAY-SETIA JAYA
